OBJECTID,HSISID,SCORE,DATE_,DESCRIPTION,TYPE,INSPECTOR,PERMITID,NAME,RESTAURANTOPENDATE,CITY,FACILITYTYPE
25102456,04092440134,94.5,2020-09-21T04:00:00Z,Repair broken shower bench in shower stall in girls locker room #176.,Inspection,Jason Dunn,6230,NA,NA,NA,NA
25106975,04092440136,90.5,2020-09-21T04:00:00Z,Repair door catch to the entrance doors on the special education class hall. The door catch is nonfunctional and the door will not stay opened. Repair loose hand hold bar at entry to slide on play structure platform on the 3-5 playground. Special needs class bathrooms #207B and #207C have been converted into teaching stations for online instruction. Backdrop screens and other classrooms items including desks and chairs stored in these restrooms are an impediment to the cleaning and repair of these restroom facilities. Restrooms are also not clean locations for the storage of classroom items. Only items related to bathroom use should be stored in class bathrooms.,Inspection,Jason Dunn,9659,NA,NA,NA,NA
25102973,04092440127,93,2020-09-24T04:00:00Z,School facility sanitation inspection completed.,Inspection,Jason Dunn,7210,NA,NA,NA,NA
25109242,04092440201,91.5,2020-09-29T04:00:00Z,School Facility Sanitation Inspection Completed.,Inspection,Jason Dunn,22233,NA,NA,NA,NA
25115833,04092440236,92.5,2020-09-29T04:00:00Z,Replace nonfunctional paper towel dispenser at hand wash sinks for boys hall bathroom #110. File cabinets stored in modular building staff bathroom #M-605-03B are an impediment to the cleaning and repair of this facility and should be removed. Toys and class supplies were stored in classroom bathroom #305A. Bathrooms are not clean storage locations and these items should be removed.,Inspection,Jason Dunn,22181,NA,NA,NA,NA
25097028,04092440303,92.5,2020-09-30T04:00:00Z,Laptop computers were being stored in the media center bathroom #1104B. Bathrooms are not clean storage locations. Storage of work supplies in bathrooms is an impediment to the cleaning and repair of these facilities. School Facility Sanitation Inspection Completed.,Inspection,Jason Dunn,4156,NA,NA,NA,NA
25109204,04092440199,91.5,2020-10-01T04:00:00Z,Fire ant colony is present along the exterior sidewalk at the K-1 playground. Pest control treatments are necessary to eradicate the fire ant colony in an area accessible to staff and students. School facility sanitation inspection completed.,Inspection,Jason Dunn,14599,NA,NA,NA,NA
25132513,04092440296,91,2020-10-02T04:00:00Z,"Painted handrails are chipping in stairwells  #2, #3, #4, and #5. Recommend repainting. School Facility Sanitation Inspection Completed",Inspection,Jason Dunn,11350,NA,NA,NA,NA
25105474,04092440063,91.5,2020-10-05T04:00:00Z,School facility sanitation inspection completed.,Inspection,Jason Dunn,3592,NA,NA,NA,NA
25107371,04092440152,92.5,2020-10-06T04:00:00Z,School facility sanitation inspection completed.,Inspection,Jason Dunn,4628,NA,NA,NA,NA
25107801,04092440119,91,2020-10-07T04:00:00Z,Repair damaged hand rail covering on platform near tube slide on playground structure behind the basketball court. (Safety Hazard).,Inspection,Jason Dunn,5504,NA,NA,NA,NA
25104734,04092440009,90,2020-10-09T04:00:00Z,School Facility Sanitation Inspection Completed.,Inspection,Jason Dunn,6160,NA,NA,NA,NA
25105463,04092440061,94,2020-10-12T04:00:00Z,School facility sanitation inspection completed.,Inspection,Jason Dunn,3419,NA,NA,NA,NA
25105318,04092440053,96.5,2020-10-14T04:00:00Z,School facility sanitation inspection completed.,Inspection,Jason Dunn,3523,NA,NA,NA,NA
25105324,04092440054,92,2020-10-14T04:00:00Z,Repair torn top step covering to platform entry to tube slide on main playground structure. (Trip Hazard) Repair loose hand rail to platform at the top of ladder on main playground structure.,Inspection,Jason Dunn,3718,NA,NA,NA,NA
25102750,04092440154,93,2020-10-15T04:00:00Z,School facility sanitation inspection completed.,Inspection,Jason Dunn,5132,NA,NA,NA,NA
25107313,04092440148,93.5,2020-10-15T04:00:00Z,Repair nonfunctional elevator to allow for ease of access and exit of any disabled students or staff.,Inspection,Jason Dunn,9590,NA,NA,NA,NA
25117373,04092440459,90.5,2020-10-16T04:00:00Z,School facility sanitation inspection completed.,Inspection,Jason Dunn,9715,NA,NA,NA,NA
25124764,04092440404,93.5,2020-10-19T04:00:00Z,School Facility Sanitation Inspection Completed.,Inspection,Jason Dunn,17541,NA,NA,NA,NA
25105086,04092440041,92,2020-10-20T04:00:00Z,School Facility Sanitation Inspection Completed.,Inspection,Jason Dunn,4867,NA,NA,NA,NA
25135289,04092440438,93,2020-10-20T04:00:00Z,School facility sanitation inspection completed.,Inspection,Jason Dunn,19619,NA,NA,NA,NA
25116055,04092440244,93.5,2020-10-21T04:00:00Z,School facility sanitation inspection completed.,Inspection,Jason Dunn,6600,NA,NA,NA,NA
25102831,04092440147,91,2020-10-22T04:00:00Z,School Facility Sanitation Inspection Completed.,Inspection,Jason Dunn,2687,NA,NA,NA,NA
25113884,04092440225,91.5,2020-10-22T04:00:00Z,School Facility Sanitation Inspection Completed,Inspection,Jason Dunn,5254,NA,NA,NA,NA
25115829,04092440238,91.5,2020-10-23T04:00:00Z,School facility sanitation inspection completed.,Inspection,Jason Dunn,9887,NA,NA,NA,NA
25105313,04092440052,90,2020-10-26T04:00:00Z,Replace missing shower head in the boys locker room #3011 showers. School Facility Sanitation Inspection Completed.,Inspection,Jason Dunn,3282,NA,NA,NA,NA
25091298,04092017180,100,2020-11-02T05:00:00Z,"Questions can be directed to Jamie.Phelps@wakegov.com or (919) 210-5228.
No signature due to COVID-19.",Inspection,Jamie Phelps,364,BOND BROTHERS BEER COMPANY,2016/03/11 05:00:00+00,CARY,Restaurant
25104838,04092440016,91,2020-11-02T05:00:00Z,Repair damaged top of corner locker in the main gym girls locker room #1611. Sharp metal edge is exposed on this damaged locker top. (Safety Concern) Repair of elevator with the ground floor landing on the 1300 hall is needed to allow ease of access and departure for students and staff with disabilities. Please repair elevator.,Inspection,Jason Dunn,7183,NA,NA,NA,NA
25116774,04092030128,91,2020-11-02T05:00:00Z,NA,Inspection,David Adcock,22226,Antojitos Dona Mary (WCID #004),2005/01/18 05:00:00+00,RALEIGH,Mobile Food Units
25135352,04092030315,95,2020-11-02T05:00:00Z,NA,Inspection,David Adcock,19977,ADOBO JOE (WCID #575),2016/10/03 04:00:00+00,RALEIGH,Mobile Food Units
25112790,04092440213,91,2020-11-03T05:00:00Z,Replace floor mats that have torn coverings and that are being used in the special needs class bathroom #405. Waterproof and cleanable mats are needed for this class restroom. School facility sanitation inspection completed.,Inspection,Jason Dunn,10770,NA,NA,NA,NA
25104739,04092440010,92,2020-11-04T05:00:00Z,A hand wash sink should be installed in the special needs class #2900 second kitchen bathroom to allow students ease of access for handwashing after using this restroom. The lack of a hand sink in this bathroom makes it very difficult for staff and students to practice proper hand washing. (Sanitation issue of Concern) Storage of theater class props and costumes on the hand wash sink counters in the stage/dressing area bathrooms #2225 and #2227 are a barrier to the use of these sinks after restroom use. This storage on these hand sink counters is also an impediment to the cleaning and repair of these fixtures. Please remove. Reattach loose metal stair tread plate on exterior steps leading to building #1926. Please repair A.S.A.P. (Trip Hazard),Inspection,Jason Dunn,7202,NA,NA,NA,NA
25099022,04092030286,99.5,2020-11-10T05:00:00Z,NA,Inspection,David Adcock,1830,JESSICA'S (WCID #540),2015/09/21 04:00:00+00,RALEIGH,Mobile Food Units
25106668,04092440126,97,2020-11-10T05:00:00Z,School facility sanitation inspection completed.,Inspection,Jason Dunn,4114,NA,NA,NA,NA
25103320,04092010052,94.5,2020-11-13T05:00:00Z,NA,Inspection,Laura McNeill,4286,BB`s Grill,1991/04/02 04:00:00+00,WILLOW SPRING,Restaurant
25108772,04092440197,95,2020-11-13T05:00:00Z,Move theater class supplies out of the stage dressing room bathroom showers. The dressing room bathrooms are not a clean location for theater class storage. Storage in these bathroom showers is also an impediment to the cleaning and repair of these facilities.,Inspection,Jason Dunn,10803,NA,NA,NA,NA
25128884,04092016585,100,2020-11-18T05:00:00Z,No food being served at this time. Drinks are served outside in single service cups.,Inspection,John Wulffert,23369,NICHE WINE LOUNGE,2013/12/11 05:00:00+00,HOLLY SPRINGS,Restaurant
25129465,04092440456,94.5,2020-11-18T05:00:00Z,School building sanitation inspection completed.,Inspection,Jason Dunn,9945,NA,NA,NA,NA
25128709,04092030502,100,2020-11-19T05:00:00Z,Everything looks great in the mobile food unit! . . .   A lot of mobile food units use Miroil filter pots to put the grease into so it doesn't make a mess when they are going down the road.   Some trucks use an old pressure cooker pot since the lid seals on. You might not need one if you stay in the parking lot at the restaurant.,Inspection,David Adcock,18135,Pam's Farmhouse Wagon (WCID #794),2020/11/03 05:00:00+00,RALEIGH,Mobile Food Units
25093686,04092016810,98,2020-11-20T05:00:00Z,NA,Inspection,Naterra McQueen,20950,HIGHCRAFT BEER MARKET,2014/11/13 05:00:00+00,CARY,Restaurant
25117617,04092440331,95.5,2020-11-20T05:00:00Z,Repair loose ceiling light shield covering in the gym. School facility sanitation inspection completed.,Inspection,Jason Dunn,9721,NA,NA,NA,NA
25132704,04092015669,100,2020-11-23T05:00:00Z,No TCS foods during the time of inspection,Inspection,Zachary Carter,17378,King's Barcade & Neptune's Parlor,2010/07/01 04:00:00+00,RALEIGH,Restaurant
25105096,04092440043,93.5,2020-12-21T05:00:00Z,Buildings B and C on campus are no longer in use by students or staff. These buildings are scheduled for demolition by the Wake County Public School System. Students do not access these buildings. These buildings are both kept locked and or fenced off. School facility sanitation inspection completed.,Inspection,Jason Dunn,7052,NA,NA,NA,NA
25134307,04092440476,92.5,2020-12-22T05:00:00Z,School facility sanitation inspection completed.,Inspection,Jason Dunn,23056,NA,NA,NA,NA
25125207,04092018313,99,2020-12-30T05:00:00Z,"Please note:  Per PIC, milk, soy milk and oat milk each use multiple containers per day.   As a precaution, please date mark with the opening date any of these items that are kept overnight.  Any container that happens to last 24 hours must be date marked.
Follow-Up: 01/06/2021",Inspection,James Smith,15003,Vicious Fishes Apex,2020/01/31 05:00:00+00,APEX,Restaurant
25104978,04092440037,98.5,2020-12-31T05:00:00Z,School facility sanitation inspection completed.,Inspection,Jason Dunn,7050,NA,NA,NA,NA
25108092,04092440189,98,2021-01-04T05:00:00Z,School program areas inspected.,Inspection,Jason Dunn,4290,NA,NA,NA,NA
25109238,04092440200,93,2021-01-04T05:00:00Z,School facility sanitation inspection completed.,Inspection,Jason Dunn,5211,NA,NA,NA,NA
25105878,04092440078,90,2021-01-05T05:00:00Z,Repair damaged fence behind modular buildings #409 and #410. The torn fencing could be a possible injury hazard. Repair fence A.S.A.P. Excessive storage of class items in kitchen #204 is an impediment to the cleaning and repair of this facility. Please remove storage items from the kitchen.,Inspection,Jason Dunn,7750,NA,NA,NA,NA
25107470,04092440091,95,2021-01-05T05:00:00Z,Repair locks on the water line control valve boxes on the walls of the girls and boys locker rooms to prevent access by students. School facility sanitation inspection completed.,Inspection,Jason Dunn,7087,NA,NA,NA,NA
25120593,04092025329,99,2021-01-05T05:00:00Z,"Follow up visit for hot water at handsinks on 1/15/2020
Follow-Up: 01/15/2021",Inspection,Joshua Volkan,13781,Refuel 108,2020/11/17 05:00:00+00,RALEIGH,Food Stand
25104843,04092440017,93,2021-01-06T05:00:00Z,School facility sanitation inspection completed.,Inspection,Jason Dunn,21504,NA,NA,NA,NA
25122732,04092025202,98,2021-01-06T05:00:00Z,NA,Inspection,Zachary Carter,8766,Makus Empanadas @ MSFH,2018/08/02 04:00:00+00,RALEIGH,Food Stand
25096231,04092016991,98,2021-01-07T05:00:00Z,No signature due to COVID-19 pandemic.,Inspection,Lisa McCoy,1596,PIEZANO PIZZA,2015/08/06 04:00:00+00,ROLESVILLE,Restaurant
25113767,04092160004,95.5,2021-01-07T05:00:00Z,"*Inspector Info: Patricia Sabby/Patricia.Sabby@wakegov.com/919-796-8053*
As a COVID-19 prevention, PIC signature was not captured. PIC received inspection via email.",Inspection,Patricia Sabby,6005,Litchford Falls Healthcare Kitchen,2003/04/07 04:00:00+00,RALEIGH,Institutional Food Service
25113889,04092440226,94.5,2021-01-07T05:00:00Z,School facility sanitation inspection completed.,Inspection,Jason Dunn,5367,NA,NA,NA,NA
25131614,04092016387,100,2021-01-07T05:00:00Z,NA,Inspection,Zachary Carter,17343,THE HAT RACK (RED HAT 9TH FLOOR),2013/03/13 04:00:00+00,RALEIGH,Restaurant
25138500,04092021757,99,2021-01-07T05:00:00Z,NA,Inspection,Zachary Carter,17647,THE HAT RACK CATERING KITCHEN (1st Floor),2013/10/01 04:00:00+00,RALEIGH,Food Stand
25100096,04092160052,95,2021-01-08T05:00:00Z,Deep cleaning is needed throughout the kitchen. Move items stored on the floor for cleaning. Remove the old Ecolab Victory wash dispenser and provide appropriate storage for the new produce wash. Remove old dirty milk crate under the sink. Elevate hose off the floor. Recommend relocating the preparation table for a couple of weeks to break the habit of allowing storage and roach harborage in the corner where the knife box is mounted.  .  Walk-in cooler is holding food at 41F and 41.5F,Inspection,Angela Myers,21622,Brookdale Macarthur Park,2006/04/25 04:00:00+00,CARY,Institutional Food Service
25107599,04092440098,91,2021-01-11T05:00:00Z,Repair door on the building west entrance at the media center. This badge entry door does not properly latch or close leaving the door unlocked. (Security concern).  Ceiling access door in the shower of the basement ladies locker room in the east wing is open. Please close and lock this repair access entry door.,Inspection,Jason Dunn,8303,NA,NA,NA,NA
25118496,04092021862,99.5,2021-01-11T05:00:00Z,NA,Inspection,Ginger Johnson,12301,PAPA MURPHY'S NC046,2015/07/17 04:00:00+00,CARY,Food Stand
25119682,04092017943,100,2021-01-11T05:00:00Z,Keep up the good work!,Inspection,Ginger Johnson,6872,MCDONALDS #27548,2018/09/28 04:00:00+00,CARY,Restaurant
25132819,04092025323,99,2021-01-11T05:00:00Z,NA,Inspection,Zachary Carter,21365,OPA! Raleigh @MSFH,2020/09/21 04:00:00+00,RALEIGH,Food Stand
25109760,04092440515,91.5,2021-01-12T05:00:00Z,Initial sanitation inspection of new school building facility completed,Inspection,Jason Dunn,6183,NA,NA,NA,NA
25119947,04092017148,93.5,2021-01-12T05:00:00Z,NA,Inspection,Ginger Johnson,7436,Circle K #1516/SUBWAY #4286,2016/02/17 05:00:00+00,CARY,Restaurant
25130020,04092018149,99,2021-01-13T05:00:00Z,"No PIC signature today due to COVID-19 precautions. Inspection report is emailed to PIC.
Increase touch surfaces sanitation and maintain social distancing as much as possible.
CDC recommending all general public to wear face covering when out interacting to reduce community spread of COVID-19.",Inspection,Joanne Rutkofske,23391,NA,NA,NA,NA
25135672,04092025243,97.5,2021-01-13T05:00:00Z,NA,Inspection,Ginger Johnson,23504,Little Caesars Express,2019/02/27 05:00:00+00,CARY,Food Stand
25098540,04092025196,99,2021-01-14T05:00:00Z,NA,Inspection,Zachary Carter,21084,Cousins Maine Lobster @ MSFH,2018/08/01 04:00:00+00,RALEIGH,Food Stand
25102780,04092440181,92.5,2021-01-14T05:00:00Z,"School facility sanitation inspection completed. Aerosol spray cans were stored in areas accessible to students in the pre-k classroom #205 bathroom and in the special needs class kitchen #303. Pressurized aerosol spray cans should be stored only in areas accessible by staff for use. Examples: Aerosol spray cans may be stored in closed closets, offices, cabinets, or teacher desk drawers.  Dead lizard is present in ceiling light fixture in class bathroom #215 and should be removed by the Wake County School System Maintenance Division.",Inspection,Jason Dunn,21815,NA,NA,NA,NA
25102793,04092440184,96.5,2021-01-14T05:00:00Z,School facility sanitation inspection completed.,Inspection,Jason Dunn,21252,NA,NA,NA,NA
25134730,04092018508,93,2021-01-14T05:00:00Z,"TCS*: Time-temperature control for safety foods or also called potentially hazardous foods...Inspection report sent to PIC via email, and EHS verified it was received before leaving establishment. No recipient signature due to COVID-19 precautions.",Inspection,Lucy Schrum,12550,Wingz Mini City,2020/12/21 05:00:00+00,RALEIGH,Restaurant
25135614,04092025171,99.5,2021-01-14T05:00:00Z,No recipient signature required due to covid restrictions.,Inspection,John Wulffert,18972,Bull City Hospitality,2018/03/29 04:00:00+00,HOLLY SPRINGS,Food Stand
25127292,04092440272,94.5,2021-01-15T05:00:00Z,School facility sanitation inspection completed.,Inspection,Jason Dunn,15699,NA,NA,NA,NA
25102797,04092440185,93,2021-01-19T05:00:00Z,School facility sanitation inspection completed.,Inspection,Jason Dunn,6111,NA,NA,NA,NA
25107590,04092440093,89.5,2021-01-19T05:00:00Z,"3)Observed low pressure in couple of drinking fountains in the classrooms. Please adjust the pressure. 
8)Observed dusty light fixtures in 4th grade classroom. Two lights did not work in boys restroom next to the gym/library. Damaged blinds in preK classroom. Clean dusty light fixtures, replace not working lights, and damaged blinds. 
10)Dumpsters outside were missing plugs and there was trash on the ground next to the dumpsters (furniture, boxes, etc.). Please keep the containers clean and in good repair; and the enclosure clean.
No PIC signature due to COVID-19 precautions.",Inspection,Ursula Gadomski,4150,NA,NA,NA,NA
25139405,04092440400,91.5,2021-01-20T05:00:00Z,School staff have noticed a sewer gas odor in the 1400 and 1600 hallways. This odor was not present at the time of inspection. Recommend having a plumbing specialist and an air conditioning  ventilation specialist check these sections of the building to isolate and remove  the source of the sewer gas odor. Bottled drinks were stored in the girls stage bathroom #1315. Bathrooms are not clean storage locations and snacks and drinks for school programs must not be stored in restrooms. Custodial staff removed the bottled drinks from this restroom prior to the end of the school sanitation inspection.,Inspection,Jason Dunn,21574,NA,NA,NA,NA
25091289,04092050030,98.5,2021-01-21T05:00:00Z,no signature due to Covid 19 pandemic,Inspection,Laura McNeill,330,Wake Christian Academy Cafeteria,2018/08/03 04:00:00+00,RALEIGH,Private School Lunchrooms
25133528,04092440281,93.5,2021-01-21T05:00:00Z,School facility sanitation inspection completed.,Inspection,Jason Dunn,11776,NA,NA,NA,NA
25138387,04092440333,92,2021-01-21T05:00:00Z,School facility sanitation inspection completed.,Inspection,Jason Dunn,17470,NA,NA,NA,NA
25138975,04092018246,98.5,2021-01-21T05:00:00Z,NA,Inspection,Ginger Johnson,23217,PIZZA HUT #9215,2019/12/03 05:00:00+00,APEX,Restaurant
25105301,04092440048,92,2021-01-22T05:00:00Z,School facility sanitation inspection completed.,Inspection,Jason Dunn,13267,NA,NA,NA,NA
25104963,04092440034,91,2021-01-25T05:00:00Z,School facility sanitation inspection completed.,Inspection,Jason Dunn,21953,NA,NA,NA,NA
25104959,04092440033,90,2021-01-26T05:00:00Z,Nonfunctional refrigerator in the special needs class kitchen should be removed//replaced due to mold growth inside.  School facility sanitation inspection completed.,Inspection,Jason Dunn,7514,NA,NA,NA,NA
25126581,04092017670,96.5,2021-01-26T05:00:00Z,NA,Inspection,Ginger Johnson,15219,"XL SIDELINE, LLC",2017/08/23 04:00:00+00,APEX,Restaurant
25091111,04092016286,97,2021-01-27T05:00:00Z,Observed major improvements in facility/equipment cleanliness. Great Job!,Inspection,Maria Powell,264,CHECKERS PIZZA,2012/11/01 04:00:00+00,RALEIGH,Restaurant
25115906,04092440239,94.5,2021-01-27T05:00:00Z,"Remove athletic equipment from special needs class kitchen bathroom #1220. Bathrooms are not clean storage spaces for class supplies. Only items related to bathroom use should be kept in class restrooms. Blanket and pillow used to calm student who requires diapering in this same class bathroom should be stored in a water proof bin with a lid or a closed cabinet and not left on the changing table. Recommend that these linens be laundered daily or immediately after use if visibly soiled when the child is present in the class. Cleaning chemicals and aerosol spray cans must be stored in areas not easily accessible to students in the special needs class kitchen and classrooms. These items should be kept in closed or locked cabinets, closets or desk drawers where access to the cleaning chemicals and aerosol sprays is controlled by staff. Aerosol spray paint cans, flammable chemical products including rubber cement, and other hazardous chemical products were left out in student accessible areas of the art class room #1211. These hazardous and flammable chemicals should be stored in the art class stock room. The instructor should keep the door to this stock room closed to control access to where these hazardous chemicals should be kept. Please move these chemicals to the art class stock room A.S.A.P. Clean interior of nonfunctional refrigerator in home economics classroom #1509. Residue and mold growth is present in this unused refrigerator. School facility sanitation inspection completed.",Inspection,Jason Dunn,12079,NA,NA,NA,NA
